,Address,Beds,Phone,Price,Title
72,"29131 Spectrum, Irvine, CA 92618",Studio - 2 Bed,844-730-2039,"$1,935 - 4,365",Westview Apartment Homes
73,"140 W Hill Ave, Fullerton, CA 92832",1-2 Bed,844-213-1207,"$2,195 - 2,250",Portico Villas
74,"6401 Warner Ave, Huntington Beach, CA 92647",1-3 Bed,844-216-2097,"$1,725 - 2,990",Ocean Breeze Villas
75,"7701 Warner Ave, Huntington Beach, CA 92647",1-2 Bed,844-815-3690,"$1,685 - 3,295",Pacific Shores
76,"56 Sea Terrace St, Dana Point, CA 92629",1-3 Bed,844-572-7978,"$1,640 - 6,101",Seabrook at Bear Brand
77,"90 Vantis Dr, Aliso Viejo, CA 92656",Studio - 2 Bed,844-476-2342,"$1,836 - 5,211",Vantis
78,"8604 E Whitewater Dr, Anaheim, CA 92808",1-2 Bed,844-377-8429,"$1,756 - 6,056",The Cascades
79,"26600 Oso Pky, Mission Viejo, CA 92691",1-2 Bed,844-633-7118,"$1,935 - 4,169",Adagio on the Green
80,"3333 Michelson Dr, Irvine, CA 92612",Studio - 2 Bed,844-305-6264,"$2,005 - 4,245",The Royce
81,"16761 Viewpoint Ln, Huntington Beach, CA 92647",2-3 Bed,844-698-1932,"$1,935 - 2,721",Surf at 39
82,"25550 River Bend Dr, Yorba Linda, CA 92887",1-2 Bed,864-315-3472,"$1,845 - 3,455",The Bryant at Yorba Linda
83,"3400 S Main St, Santa Ana, CA 92707",1-2 Bed,949-258-7986,"$1,925 - 2,791",The Californian Apartments-South Coast Metro
84,"6242 Warner Ave, Huntington Beach, CA 92647",1-2 Bed,844-898-8063,"$1,950 - 2,783",The Californian Apartments-Huntington Beach
85,"251 Orangefair Ave, Fullerton, CA 92832",Studio - 2 Bed,844-454-0982,"$2,110 - 3,115",Aspect
86,"250 W Santa Fe Ave, Fullerton, CA 92832",Studio - 3 Bed,844-845-9785,"$1,797 - 2,796",Malden Station by Windsor
87,"7441-7461 Edinger Ave, Huntington Beach, CA 92647",Studio - 2 Bed,714-421-4416,"$1,870 - 4,145",Boardwalk by Windsor
88,"4455 Casa Grande Cir, Cypress, CA 90630",1-3 Bed,888-509-7861,"$1,827 - 2,522",Casa Grande Apartment Homes
89,"1110 W Town and Country Rd, Orange, CA 92868",Studio - 2 Bed,949-284-8941,"$1,961 - 3,515",Eleven 10
90,"27550 Hillcrest, Mission Viejo, CA 92691",1-2 Bed,844-241-9568,"$1,680 - 2,225",Bella Vista
91,"12801 Brookhurst St, Garden Grove, CA 92840",1-3 Bed,714-908-4776,"$1,940 - 2,930",Brookhurst Place
92,"1540 W Ball Rd, Anaheim, CA 92802",Studio - 2 Bed,714-409-3496,"$1,320 - 1,920",Regency Plaza
93,"125 Baker St E, Costa Mesa, CA 92626",Studio - 3 Bed,949-438-2386,"$1,950 - 3,820",Baker Block
94,"2000 W Glenoaks Ave, Anaheim, CA 92801",1-2 Bed,714-252-4611,"$1,495 - 1,995",Glen Oaks Apartments
95,"1000 Lupine, Lake Forest, CA 92630",1-3 Bed,888-570-2350,"$1,993 - 3,496",Avalon Baker Ranch
96,"2900 E Lincoln Ave, Anaheim, CA 92806",1-2 Bed,714-202-0301,"$1,695 - 2,195",Le Med Apartment Homes
97,"145 S Westchester Dr, Anaheim, CA 92804",1-2 Bed,844-232-6809,"$1,430 - 1,680",Glen Forest Apartments
98,"385 S Manchester Ave, Orange, CA 92868",Studio - 3 Bed,312-982-0077,"$1,768 - 4,580",AMLI Uptown Orange
99,"555 Paularino Ave, Costa Mesa, CA 92626",1-2 Bed,844-600-7869,"$1,740 - 2,515",eaves South Coast
100,"6700 Warner Ave, Huntington Beach, CA 92647",1-2 Bed,877-599-6736,"$1,735 - 2,380",eaves Huntington Beach
101,"22700 Lake Forest Dr, Lake Forest, CA 92630",1-3 Bed,844-561-1934,"$1,645 - 2,770",eaves Lake Forest
102,"111 Via Serena Via, Rancho Santa Margarita, CA 92688",1-2 Bed,844-247-0137,"$1,580 - 2,155",eaves Santa Margarita
103,"333 1st St, Seal Beach, CA 90740",Studio - 2 Bed,844-532-1906,"$1,890 - 3,028",eaves Seal Beach
104,"7302-7400 Center Ave, Huntington Beach, CA 92647",Studio - 2 Bed,844-608-3519,"$1,825 - 3,104",Avalon Huntington Beach
105,"2777 Alton Pky, Irvine, CA 92606",Studio - 2 Bed,888-312-1472,"$1,875 - 3,020",Avalon Irvine
106,"2100 Sullivan, Irvine, CA 92614",Studio - 3 Bed,844-322-8541,"$2,175 - 4,615",Metropolis
107,"841 W La Habra Blvd, La Habra, CA 90631",1-3 Bed,844-865-2716,"$1,395 - 2,100",La Habra Hill Apartments
108,"2130 W Crescent Ave, Anaheim, CA 92801",2-4 Bed,714-656-4921,"$1,728 - 2,400",Tara Hill Apartments
109,"250 W Central Ave, Brea, CA 92821",1-2 Bed,844-242-8996,"$1,550 - 2,200",Tamarack Gardens Apartments
110,"15100 Moran St, Westminster, CA 92683",1-2 Bed,844-589-7684,"$1,815 - 2,475",Jasmine Place Apartments
111,"100 S Highland Ave, Placentia, CA 92870",2 Bed,844-404-3901,"$1,860 - 1,980",Highland Orchard Apartments
112,"21661 Brookhurst St, Huntington Beach, CA 92646",1-2 Bed,714-465-4400,"$1,700 - 2,330",Casa Del Sol
113,"12851 Haster St, Garden Grove, CA 92840",1-2 Bed,855-873-6781,"$1,690 - 2,020",Moss Creek Apartments
114,"30001 Golden Lantern, Laguna Niguel, CA 92677",2-3 Bed,949-627-4286,"$1,975 - 2,825",Laguna Serrano Apartments
115,"22501 Chase, Aliso Viejo, CA 92656",1-2 Bed,888-895-9136,"$1,730 - 2,270",Aventine at Aliso Viejo
116,"11152 Wallingsford Rd, Los Alamitos, CA 90720",2-3 Bed,844-446-8117,"$2,575 - 3,250",Ascent Apartment Homes
117,"23511 Aliso Creek Rd, Laguna Hills, CA 92656",1-2 Bed,844-819-0817,"$1,855 - 3,525",Aliso Town Center Apartment Homes
118,"1300 Adams Ave, Costa Mesa, CA 92626",1-2 Bed,844-839-1233,"$1,740 - 2,100",Pinecreek Village Apartments
119,"5600 Orangethorpe Ave, La Palma, CA 90623",1-2 Bed,888-758-4245,"$1,715 - 2,020",Brookside
120,"2175 S Mallul Dr, Anaheim, CA 92802",Studio - 1 Bed,866-572-2655,"$1,309 - 1,685",Caribbean Cove
121,"919 Bayside Dr, Newport Beach, CA 92660",1-2 Bed,844-391-1672,"$3,999 - 6,300",The Waterfront
122,"27082 O'Neill Dr, Ladera Ranch, CA 92694",1-2 Bed,844-870-2297,"$1,710 - 2,350",Laurel Vista Apartment Homes
123,"1717 E Birch St, Brea, CA 92821",Studio - 2 Bed,866-489-1929,"$1,520 - 2,085",Birchwood Village Apartment Homes
124,"1701 Gateway Pl, Rancho Mission Viejo, CA 92694",1-3 Bed,844-731-7031,"$1,900 - 2,995",Sendero Gateway Apartment Homes
125,"1301 Las Riendas Dr, La Habra, CA 90631",1-2 Bed,844-241-6491,"$1,695 - 2,075",Casa Madrid Apartment Homes
126,"28520 Wood Canyon Dr, Aliso Viejo, CA 92656",1-2 Bed,866-618-4847,"$1,665 - 2,470",Wood Canyon Villa Apartment Homes
127,"5400 Cascade Way, Buena Park, CA 90621",Studio - 2 Bed,714-576-7161,"$1,590 - 1,930",McComber Creek Apartment Homes
128,"16350 S Harbor Blvd, Santa Ana, CA 92704",1-2 Bed,714-786-8487,"$1,575 - 2,035",Pacific Woods Apartment Homes
129,"1515 E Katella Ave, Anaheim, CA 92805",Studio - 2 Bed,844-740-0854,"$1,625 - 2,333",Park Viridian
130,"3063 W Chapman Ave, Orange, CA 92868",1-2 Bed,844-346-3015,"$1,844 - 2,387",Renaissance at Uptown Orange
131,"2552 Kelvin Ave, Irvine, CA 92614",1-3 Bed,844-318-8163,"$2,210 - 3,080",Kelvin Court
132,"26322 Towne Centre Dr, Foothill Ranch, CA 92610",1-3 Bed,949-459-3941,"$1,860 - 2,980",Sonterra at Foothill Ranch
133,"26033 Moulton Pky, Laguna Hills, CA 92653",1-2 Bed,866-601-5359,"$1,720 - 2,180",Villa Solana
134,"20041 Osterman Rd, Lake Forest, CA 92630",1-2 Bed,844-350-0526,"$1,785 - 2,115",Siena Terrace
135,"21622 Marguerite Pky, Mission Viejo, CA 92692",1-2 Bed,866-340-6999,"$1,745 - 2,490",Vista Del Lago
136,"6762 Warner Ave, Huntington Beach, CA 92647",1-2 Bed,888-304-9877,"$1,625 - 2,270",Regency Palms
137,"21022 Los Alisos Blvd, Rancho Santa Margarita, CA 92688",1-3 Bed,844-204-5823,"$1,765 - 2,355",Skyview
138,"21551 Brookhurst St, Huntington Beach, CA 92646",1-3 Bed,844-380-3632,"$1,863 - 13,072",Huntington Vista
139,"1330 SE Bristol St, Costa Mesa, CA 92626",1-2 Bed,657-622-0569,"$1,742 - 2,633",Missions at Back Bay
140,"1818 S State College Blvd, Anaheim, CA 92806",1-2 Bed,844-310-6158,"$2,029 - 3,444",1818 Platinum Triangle
141,"28601 Los Alisos Blvd, Mission Viejo, CA 92692",Studio - 3 Bed,866-801-4823,"$1,699 - 4,172",Los Alisos at Mission Viejo
142,"350 The Club Dr, Laguna Beach, CA 92651",1-2 Bed,888-867-1263,"$1,818 - 2,674",Artisan Laguna Beach
143,"1901 E 1st St, Santa Ana, CA 92705",1-3 Bed,714-646-4579,"$1,840 - 3,615",Nineteen01
144,"1727 W Glenoaks Ave, Anaheim, CA 92801",Studio - 2 Bed,714-676-5618,"$1,350 - 2,025",Echo 116
145,"2 Enterprise, Aliso Viejo, CA 92656",1-2 Bed,844-537-9467,"$1,793 - 2,639",Alize
146,"1100 Calle Del Cerro, San Clemente, CA 92672",1-2 Bed,949-371-8636,"$1,637 - 3,227",Avana San Clemente
147,"30041 Tessier, Laguna Niguel, CA 92677",1-2 Bed,844-770-9862,"$1,719 - 2,950",Hidden Hills Condominium Rentals
148,"23592 Windsong, Aliso Viejo, CA 92656",1-3 Bed,949-525-9875,"$1,975 - 2,815",Barcelona Resort Apartments
149,"2855 Pinecreek Dr, Costa Mesa, CA 92626",1-2 Bed,844-834-2967,"$1,769 - 2,649",Camden Martinique
150,"32400-32478 Crown Valley Pky, Dana Point, CA 92629",1-2 Bed,844-792-6353,"$1,893 - 2,989",Monarch Coast
151,"2801 Main St, Irvine, CA 92614",1-2 Bed,844-441-3887,"$2,239 - 3,129",Camden Main And Jamboree
152,"27662-27682 Aliso Creek Rd, Aliso Viejo, CA 92656",1-2 Bed,844-890-5248,"$1,691 - 2,758",Alicante
153,"23411 Summerfield, Aliso Viejo, CA 92656",1-3 Bed,949-525-9926,"$1,825 - 2,995",St. Moritz Apartments
154,"2598 Associated Rd, Fullerton, CA 92835",1-2 Bed,844-221-5219,"$1,788 - 2,508",Las Palmas
155,"5601 E Orangethorpe Ave, Anaheim, CA 92807",1-2 Bed,844-505-6572,"$1,535 - 2,170",The Vineyards
156,"1850 Whittier Ave, Costa Mesa, CA 92627",2 Bed,844-490-5729,"$2,249 - 2,529",Camden Sea Palms
157,"600 N Harbor Blvd, La Habra, CA 90631",Studio - 2 Bed,844-737-0639,"$1,364 - 1,904",Summerwood
158,"10300 La Hacienda Ave, Fountain Valley, CA 92708",1-2 Bed,844-797-9382,"$1,775 - 2,255",Serena Vista
159,"360-360 S Idaho St, La Habra, CA 90631",1-2 Bed,844-226-2015,"$1,499 - 1,953",Fair Oaks
160,"805 W Stevens Ave, Santa Ana, CA 92707",2-3 Bed,844-237-7329,"$1,945 - 2,650",Park Plaza
161,"2828-2860 W Ball Rd, Anaheim, CA 92804",1-3 Bed,844-829-9096,"$1,575 - 2,695",Summer Crest
162,"13751 Edwards St, Westminster, CA 92683",2 Bed,844-335-8991,"$1,826 - 1,895",Pointe Pacific
163,"2704 W Ball Rd, Anaheim, CA 92804",1-2 Bed,844-454-2053,"$1,601 - 1,961",Sundial
164,"18700 Yorba Linda Blvd, Yorba Linda, CA 92886",2-3 Bed,844-293-1982,"$2,190 - 2,845",Yorba Linda Pines & Villas
165,"2880 W Ball Rd, Anaheim, CA 92804",Studio - 3 Bed,844-840-0525,"$1,505 - 2,410",Twin Pines
166,"730 S Beach Blvd, Anaheim, CA 92804",1-2 Bed,844-220-7459,"$1,495 - 2,025",Stonybrook
167,"2970 W Orange Ave, Anaheim, CA 92804",1-2 Bed,844-271-7867,"$1,567 - 2,097",Beachwood
168,"1375-1375 W Valencia Dr, Fullerton, CA 92833",1-3 Bed,844-237-3255,"$1,595 - 2,470",Avignon
169,"1501 S Highland Ave, Fullerton, CA 92832",1-2 Bed,844-288-3084,"$1,490 - 2,135",Highland Pinetree
170,"18000 Spectrum, Irvine, CA 92618",Studio - 2 Bed,844-602-2040,"$1,860 - 4,895",The Park at Irvine Spectrum Center
171,"100 Family Tree, Irvine, CA 92618",1-3 Bed,844-345-1572,"$1,915 - 3,655",Portola Court Apartment Homes
172,"105 Quail Rdg, Irvine, CA 92603",1-2 Bed,844-744-8306,"$1,830 - 4,135",Quail Hill Apartment Homes
173,"100 Whispering Trl, Irvine, CA 92602",1-2 Bed,844-887-2830,"$2,040 - 4,800",Orchard Hills Apartment Homes
174,"1 White Cap Ln, Newport Beach, CA 92657",1-2 Bed,844-890-6175,"$2,350 - 4,105",Newport Ridge Apartment Homes
175,"16000 Legacy Rd, Tustin, CA 92782",Studio - 2 Bed,888-367-1958,"$1,895 - 3,970",Amalfi Apartment Homes
176,"6500 Roosevelt, Irvine, CA 92618",1-2 Bed,844-833-5241,"$1,880 - 4,225",Avella Apartment Homes
177,"25 Pacifica, Irvine, CA 92618",Studio - 2 Bed,844-682-1064,"$1,890 - 5,160",The Village at Irvine Spectrum Center
178,"1261 Deerpark Dr, Fullerton, CA 92831",1-2 Bed,714-784-0387,"$1,620 - 2,350",THE STREAMS
179,"750 Park Center Dr, Santa Ana, CA 92705",1-2 Bed,714-602-5831,"$1,700 - 2,310",LAKE DIANNE
180,"5000-7432 City Lights Dr, Aliso Viejo, CA 92656",1-2 Bed,844-476-5139,"$1,761 - 4,361",City Lights at Town Center
181,"50 Eastshore, Irvine, CA 92604",1-3 Bed,844-457-6952,"$1,680 - 5,067",Woodbridge
182,"24391 Avenida de la Carlota, Laguna Hills, CA 92653",1-2 Bed,844-769-5899,"$1,894 - 4,196",Reata Oakbrook Village
183,"13921 Tustin East Dr, Tustin, CA 92780",Studio - 3 Bed,864-990-3341,"$1,590 - 2,980",Axiom
184,"32762 Pointe Sutton P..., Dana Point, CA 92629",1-2 Bed,888-794-0670,"$2,112 - 3,560",Harbor Pointe
185,"14901 Newport Ave, Tustin, CA 92780",Studio - 2 Bed,844-734-2312,"$1,750 - 3,421",El Paseo
186,"27960 Cabot Rd, Laguna Niguel, CA 92677",Studio - 2 Bed,855-893-0286,"$1,798 - 7,021",Apex Laguna Niguel
187,"1001 Starbuck St, Fullerton, CA 92833",Studio - 3 Bed,714-451-2405,"$2,080 - 2,725",Amerige Pointe
188,"25421 Alta Loma, Lake Forest, CA 92630",1-2 Bed,949-243-7418,"$1,835 - 2,450",Serrano Highlands Apartment Homes
189,"25162 Charlinda Dr, Mission Viejo, CA 92691",Studio - 2 Bed,949-243-7615,"$1,674 - 2,214",Sycamore Lane Apartment Homes
190,"2750 Kelvin Ave, Irvine, CA 92614",Studio - 2 Bed,949-336-2169,"$1,666 - 3,733",Sofi Irvine
191,"24555 Los Alisos Blvd, Laguna Hills, CA 92653",1-2 Bed,949-272-0983,"$1,665 - 5,199",Sofi Laguna Hills
192,"2345 Newport Blvd, Costa Mesa, CA 92627",1-3 Bed,844-409-6513,"$1,830 - 2,965",Madison Newport
193,"24455 Via Pansa Via, Laguna Niguel, CA 92677",1-2 Bed,949-273-4517,"$1,860 - 5,031",Laguna Gardens Apts.
194,"3700 Plaza Dr, Santa Ana, CA 92704",Studio - 3 Bed,844-544-9025,"$1,593 - 2,894",Versailles on the Lake Apartments
195,"1480 S Highland Ave, Fullerton, CA 92832",Studio - 2 Bed,844-799-7986,"$1,670 - 2,375",Rose Pointe Apartments
196,"20700 El Toro Rd, Lake Forest, CA 92630",2 Bed,844-237-3885,"$1,995",River Oaks
197,"1780 W Lincoln Ave, Anaheim, CA 92801",1-2 Bed,866-604-3373,"$1,695 - 2,100",Windrose Apartments
198,"15491 Pasadena Ave, Tustin, CA 92780",Studio - 2 Bed,888-353-1389,"$1,375 - 1,850",Las Casas Apartments
199,"6200 Edinger Ave, Huntington Beach, CA 92647",Studio - 3 Bed,844-217-5911,"$1,550 - 2,550",Whiffle Tree Apartments
200,"23333 Ridge Route Dr, Lake Forest, CA 92630",2 Bed,949-393-5874,"$2,005 - 2,200",Timbers El Toro Apartments
201,"15555 Huntington Village Ln, Huntington Beach, CA 92647",1-2 Bed,877-795-3618,"$1,820 - 2,832",Artisan
202,"200 City Blvd W, Orange, CA 92868",Studio - 2 Bed,866-490-3209,"$1,447 - 2,343",The Terrace Apartments
203,"6968 Campus Dr, Buena Park, CA 90621",2-3 Bed,844-744-3448,Call for Rent,Castlewood Park Apartments
204,"16211 Parkside Ln, Huntington Beach, CA 92647",1-2 Bed,844-228-8350,"$1,595 - 2,265",Huntington Parkside
205,"175 N Feldner Rd, Orange, CA 92868",Studio - 2 Bed,714-705-4273,"$1,426 - 2,255",Strada
206,"1601 W Macarthur Blvd, Santa Ana, CA 92704",1-2 Bed,949-258-7873,"$1,750 - 2,505",The Aspens South Coast
207,"3700 S Santa Fe Village Dr, Santa Ana, CA 92704",1-2 Bed,949-769-2235,"$1,965 - 3,230",Santa Fe Village
208,"1201 E Fairhaven Ave, Santa Ana, CA 92705",1-2 Bed,714-602-1478,"$1,765 - 2,305",The Aspens Fairhaven
209,"3600 Aspen Village Way, Santa Ana, CA 92704",1-2 Bed,714-361-9864,"$2,015 - 2,780",Aspen Village
210,"19131-19161 Delaware St, Huntington Beach, CA 92648",1-2 Bed,714-656-2367,"$1,645 - 1,950",Huntington Manor
211,"12571-12581 9th St, Garden Grove, CA 92840",2-3 Bed,714-786-8486,"$1,980 - 2,625",Emerald Ridge
212,"100 Pointe Dr, Brea, CA 92821",1-2 Bed,714-784-0829,"$1,950 - 2,440",The Pointe Apartment Homes
213,"7051 Maddox Dr, Huntington Beach, CA 92647",1-2 Bed,844-766-4573,"$1,695 - 2,025",The Maddox
214,"8081 Holland Dr, Huntington Beach, CA 92647",1-2 Bed,844-821-0188,"$1,645 - 2,065",The Sandpiper
